Year,Month,STRATEGY_ID,Country,ISO3,Area,LIVE_EXP,LIVE_DEC,NEW_GROWTH,MVMT_MEMBER,MVMT_LEADER,NEW_STAFF,FT_LABORER
2010,1,CAMPUS,Angola,AGO,Francophon,7,6,1,5,0,0,0
2010,2,CAMPUS,Angola,AGO,Francophon,9,7,2,1,0,0,0
2010,3,CAMPUS,Angola,AGO,Francophon,6,5,1,0,0,0,0
2010,1,COMMUNITY,Angola,AGO,Francophon,0,0,0,0,0,0,0
2010,2,COMMUNITY,Angola,AGO,Francophon,0,0,0,0,0,0,0
2010,3,COMMUNITY,Angola,AGO,Francophon,0,0,0,0,0,0,0
2010,1,COVERAGE,Angola,AGO,Francophon,2543,800,4,0,0,0,0
2010,2,COVERAGE,Angola,AGO,Francophon,3400,1100,5,0,0,0,0
2010,3,COVERAGE,Angola,AGO,Francophon,800,230,2,0,0,0,0
2010,1,INTERNET,Angola,AGO,Francophon,0,0,0,0,0,0,0
2010,2,INTERNET,Angola,AGO,Francophon,0,0,0,0,0,0,0
2010,3,INTERNET,Angola,AGO,Francophon,0,0,0,0,0,0,0
2010,1,CAMPUS,Albania,ALB,E.Eu.,176,22,25,19,5,14,0
2010,2,CAMPUS,Albania,ALB,E.Eu.,88,8,4,4,4,8,3
2010,4,CAMPUS,Albania,ALB,E.Eu.,797,53,37,30,6,0,0
2010,5,CAMPUS,Albania,ALB,E.Eu.,223,25,27,19,8,0,12
2010,6,CAMPUS,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2010,7,CAMPUS,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2010,8,CAMPUS,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2010,9,CAMPUS,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2010,10,CAMPUS,Albania,ALB,E.Eu.,394,45,12,18,0,6,0
2010,11,CAMPUS,Albania,ALB,E.Eu.,551,74,35,17,10,0,0
2010,12,CAMPUS,Albania,ALB,E.Eu.,972,126,27,44,3,0,0
2011,1,CAMPUS,Albania,ALB,E.Eu.,184,34,20,19,4,0,0
2011,2,CAMPUS,Albania,ALB,E.Eu.,102,22,8,17,10,0,0
2011,3,CAMPUS,Albania,ALB,E.Eu.,916,100,25,30,14,0,0
2011,4,CAMPUS,Albania,ALB,E.Eu.,348,38,52,23,14,0,0
2011,5,CAMPUS,Albania,ALB,E.Eu.,181,30,27,36,11,0,0
2011,6,CAMPUS,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,7,CAMPUS,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,8,CAMPUS,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,9,CAMPUS,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,10,CAMPUS,Albania,ALB,E.Eu.,605,119,3,19,0,3,0
2011,11,CAMPUS,Albania,ALB,E.Eu.,740,61,54,21,0,0,0
2011,12,CAMPUS,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,2,COMMUNITY,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,3,COMMUNITY,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,4,COMMUNITY,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,5,COMMUNITY,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,10,COMMUNITY,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,11,COMMUNITY,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2010,1,COVERAGE,Albania,ALB,E.Eu.,3723,120,0,0,0,0,0
2010,2,COVERAGE,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2010,3,COVERAGE,Albania,ALB,E.Eu.,510,110,125,0,2,0,0
2010,4,COVERAGE,Albania,ALB,E.Eu.,99,0,15,0,1,0,0
2010,5,COVERAGE,Albania,ALB,E.Eu.,1,1,0,0,0,0,0
2010,6,COVERAGE,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2010,7,COVERAGE,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2010,8,COVERAGE,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,2,COVERAGE,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,3,COVERAGE,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,4,COVERAGE,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,5,COVERAGE,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,10,COVERAGE,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2011,11,COVERAGE,Albania,ALB,E.Eu.,0,0,0,0,0,0,0
2010,7,CAMPUS,United Arab Emirates,ARE,NAMESTAN,18,0,0,0,0,0,0
2010,8,CAMPUS,Armenia,ARM,NAMESTAN,1159,56,0,0,0,0,0
2010,9,CAMPUS,Armenia,ARM,NAMESTAN,399,7,0,0,0,0,0
2010,10,CAMPUS,Armenia,ARM,NAMESTAN,362,4,5,6,0,0,0
2010,11,CAMPUS,Armenia,ARM,NAMESTAN,309,34,3,0,0,0,0
2010,12,CAMPUS,Armenia,ARM,NAMESTAN,205,4,0,0,0,0,0
2010,8,COMMUNITY,Armenia,ARM,NAMESTAN,86,2,0,0,0,0,0
2010,9,COMMUNITY,Armenia,ARM,NAMESTAN,195,5,0,0,0,0,0
2010,10,COMMUNITY,Armenia,ARM,NAMESTAN,142,9,0,0,0,0,0
2010,11,COMMUNITY,Armenia,ARM,NAMESTAN,251,12,0,0,0,0,0
2010,12,COMMUNITY,Armenia,ARM,NAMESTAN,320,4,0,0,0,0,0
2010,8,COVERAGE,Armenia,ARM,NAMESTAN,25,1,0,0,0,0,0
2010,9,COVERAGE,Armenia,ARM,NAMESTAN,3127,24,0,0,0,0,0
2010,10,COVERAGE,Armenia,ARM,NAMESTAN,1875,32,0,0,0,0,0
2010,11,COVERAGE,Armenia,ARM,NAMESTAN,2150,24,2,0,0,0,0
2010,12,COVERAGE,Armenia,ARM,NAMESTAN,1795,0,0,14,0,0,0
2010,1,CAMPUS,Australia,AUS,Oceania,2,0,0,0,0,0,0
2010,2,CAMPUS,Australia,AUS,Oceania,20,1,0,6,3,0,0
2010,3,CAMPUS,Australia,AUS,Oceania,81,12,6,139,31,0,3
2010,4,CAMPUS,Australia,AUS,Oceania,45,4,2,146,37,0,12
2010,5,CAMPUS,Australia,AUS,Oceania,18,1,3,64,19,0,0
2010,6,CAMPUS,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,7,CAMPUS,Australia,AUS,Oceania,40,2,1,25,18,0,2
2010,8,CAMPUS,Australia,AUS,Oceania,162,11,12,56,35,0,3
2010,9,CAMPUS,Australia,AUS,Oceania,95,3,8,11,14,0,0
2010,10,CAMPUS,Australia,AUS,Oceania,87,22,26,35,17,0,2
2010,11,CAMPUS,Australia,AUS,Oceania,16,14,19,21,7,0,3
2010,12,CAMPUS,Australia,AUS,Oceania,0,0,0,20,3,0,0
2011,1,CAMPUS,Australia,AUS,Oceania,0,0,0,7,3,0,0
2011,2,CAMPUS,Australia,AUS,Oceania,79,0,0,3,2,0,0
2010,1,COMMUNITY,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,2,COMMUNITY,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,3,COMMUNITY,Australia,AUS,Oceania,100,7,0,0,0,0,0
2010,4,COMMUNITY,Australia,AUS,Oceania,180,47,0,0,0,0,0
2010,5,COMMUNITY,Australia,AUS,Oceania,3,0,0,0,0,0,0
2010,6,COMMUNITY,Australia,AUS,Oceania,1,0,0,0,0,0,0
2010,7,COMMUNITY,Australia,AUS,Oceania,496,67,4,2,0,0,0
2010,8,COMMUNITY,Australia,AUS,Oceania,1318,123,1,0,0,0,0
2010,9,COMMUNITY,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,10,COMMUNITY,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,11,COMMUNITY,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,12,COMMUNITY,Australia,AUS,Oceania,0,0,0,0,0,0,0
2011,1,COMMUNITY,Australia,AUS,Oceania,0,0,0,0,0,0,0
2011,2,COMMUNITY,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,1,COVERAGE,Australia,AUS,Oceania,23,0,0,1,0,1,0
2010,2,COVERAGE,Australia,AUS,Oceania,4,1,5,10,10,0,0
2010,3,COVERAGE,Australia,AUS,Oceania,20001,0,12,0,3,0,0
2010,4,COVERAGE,Australia,AUS,Oceania,6,0,8,11,8,0,0
2010,5,COVERAGE,Australia,AUS,Oceania,401,0,2,12,19,0,0
2010,6,COVERAGE,Australia,AUS,Oceania,1,0,0,1,8,0,0
2010,7,COVERAGE,Australia,AUS,Oceania,301,0,4,8,13,0,0
2010,8,COVERAGE,Australia,AUS,Oceania,77,0,2,10,11,0,0
2010,9,COVERAGE,Australia,AUS,Oceania,3,0,0,14,5,0,0
2010,10,COVERAGE,Australia,AUS,Oceania,23,0,0,16,5,0,0
2010,11,COVERAGE,Australia,AUS,Oceania,8,0,0,18,9,0,0
2010,12,COVERAGE,Australia,AUS,Oceania,3,0,0,8,5,0,0
2011,1,COVERAGE,Australia,AUS,Oceania,6,0,0,8,7,0,0
2011,2,COVERAGE,Australia,AUS,Oceania,20,0,0,8,7,0,0
2010,1,INTERNET,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,2,INTERNET,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,3,INTERNET,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,4,INTERNET,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,5,INTERNET,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,6,INTERNET,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,7,INTERNET,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,8,INTERNET,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,9,INTERNET,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,10,INTERNET,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,11,INTERNET,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,12,INTERNET,Australia,AUS,Oceania,0,0,0,0,0,0,0
2011,2,INTERNET,Australia,AUS,Oceania,0,0,0,0,0,0,0
2010,1,CAMPUS,Azerbaijan,AZE,NAMESTAN,24,0,14,0,5,0,0
2010,2,CAMPUS,Azerbaijan,AZE,NAMESTAN,39,0,14,0,7,0,0
2010,8,CAMPUS,Azerbaijan,AZE,NAMESTAN,7,0,5,15,3,0,0
2010,11,CAMPUS,Azerbaijan,AZE,NAMESTAN,6,0,5,15,3,0,0
2010,12,CAMPUS,Azerbaijan,AZE,NAMESTAN,7,0,4,15,5,0,0
2011,1,CAMPUS,Azerbaijan,AZE,NAMESTAN,8,0,6,16,7,0,0
2011,2,CAMPUS,Azerbaijan,AZE,NAMESTAN,6,0,6,20,5,0,0
2010,1,CAMPUS,Burundi,BDI,Francophon,8,2,1,0,0,0,0
2010,2,CAMPUS,Burundi,BDI,Francophon,114,31,0,0,0,0,0
2010,3,CAMPUS,Burundi,BDI,Francophon,29,17,18,6,0,0,0
2010,4,CAMPUS,Burundi,BDI,Francophon,39,23,2,0,0,0,0
2010,5,CAMPUS,Burundi,BDI,Francophon,24,12,10,0,0,0,0
2010,6,CAMPUS,Burundi,BDI,Francophon,619,60,9,0,0,0,0
2010,7,CAMPUS,Burundi,BDI,Francophon,275,39,8,0,0,0,0
2010,8,CAMPUS,Burundi,BDI,Francophon,37,19,4,0,0,0,0
2010,9,CAMPUS,Burundi,BDI,Francophon,11,7,0,0,0,0,0
2010,10,CAMPUS,Burundi,BDI,Francophon,253,62,0,0,0,0,0
2010,11,CAMPUS,Burundi,BDI,Francophon,13,10,2,6,0,0,0
2010,12,CAMPUS,Burundi,BDI,Francophon,7,1,4,6,0,0,0
2011,1,CAMPUS,Burundi,BDI,Francophon,55,31,5,0,0,0,0
2011,2,CAMPUS,Burundi,BDI,Francophon,114,48,5,0,0,0,0
2011,3,CAMPUS,Burundi,BDI,Francophon,172,31,11,0,0,0,0
2011,4,CAMPUS,Burundi,BDI,Francophon,13,5,0,0,0,0,0
2011,5,CAMPUS,Burundi,BDI,Francophon,22,18,6,0,0,0,0
2011,6,CAMPUS,Burundi,BDI,Francophon,19,10,3,0,0,0,0
2011,7,CAMPUS,Burundi,BDI,Francophon,56,35,5,5,0,0,0
2011,8,CAMPUS,Burundi,BDI,Francophon,37,19,3,0,0,0,0
2011,9,CAMPUS,Burundi,BDI,Francophon,13,10,7,0,0,0,0
2011,10,CAMPUS,Burundi,BDI,Francophon,11,5,0,11,0,0,0
2011,11,CAMPUS,Burundi,BDI,Francophon,23,12,4,0,4,0,0
2011,12,CAMPUS,Burundi,BDI,Francophon,21,9,7,0,0,0,0
2010,1,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,2,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,3,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,4,COMMUNITY,Burundi,BDI,Francophon,5,0,0,0,0,0,0
2010,5,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,6,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,7,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,8,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,9,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,10,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,11,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,12,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,1,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,2,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,3,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,4,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,5,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,6,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,7,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,8,COMMUNITY,Burundi,BDI,Francophon,9,1,0,0,0,0,0
2011,9,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,10,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,11,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,12,COMMUNITY,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,1,COVERAGE,Burundi,BDI,Francophon,29350,11049,1362,0,0,0,0
2010,2,COVERAGE,Burundi,BDI,Francophon,22966,8065,1305,0,0,0,0
2010,3,COVERAGE,Burundi,BDI,Francophon,24402,6759,491,103,0,0,0
2010,4,COVERAGE,Burundi,BDI,Francophon,29985,7271,3,202,3,0,0
2010,5,COVERAGE,Burundi,BDI,Francophon,48681,9704,79,0,0,0,0
2010,6,COVERAGE,Burundi,BDI,Francophon,27437,8255,96,0,0,0,0
2010,7,COVERAGE,Burundi,BDI,Francophon,32799,6810,86,0,0,0,0
2010,8,COVERAGE,Burundi,BDI,Francophon,11755,4298,0,0,0,0,0
2010,9,COVERAGE,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,10,COVERAGE,Burundi,BDI,Francophon,12947,5093,0,0,0,0,0
2010,11,COVERAGE,Burundi,BDI,Francophon,4078,1443,37,0,0,0,0
2010,12,COVERAGE,Burundi,BDI,Francophon,12462,2435,0,0,0,0,0
2011,1,COVERAGE,Burundi,BDI,Francophon,4209,631,4,0,0,0,0
2011,2,COVERAGE,Burundi,BDI,Francophon,1413,214,0,0,0,0,0
2011,3,COVERAGE,Burundi,BDI,Francophon,3,1,0,0,0,0,0
2011,4,COVERAGE,Burundi,BDI,Francophon,613,155,0,0,0,0,0
2011,5,COVERAGE,Burundi,BDI,Francophon,1,1,0,0,0,0,0
2011,6,COVERAGE,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,7,COVERAGE,Burundi,BDI,Francophon,9,2,0,0,0,0,0
2011,8,COVERAGE,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,9,COVERAGE,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,10,COVERAGE,Burundi,BDI,Francophon,439,109,0,0,0,0,0
2011,11,COVERAGE,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,12,COVERAGE,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,1,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,2,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,3,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,4,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,5,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,6,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,7,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,8,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,9,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,10,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,11,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,12,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,1,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,2,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,3,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,4,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,5,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,6,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,7,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,8,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,9,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,10,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,11,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2011,12,INTERNET,Burundi,BDI,Francophon,0,0,0,0,0,0,0
2010,1,CAMPUS,Benin,BEN,Francophon,165,18,10,2,0,0,0
2010,2,CAMPUS,Benin,BEN,Francophon,144,44,28,5,1,0,9
2010,3,CAMPUS,Benin,BEN,Francophon,502,133,36,10,14,1,0
2010,4,CAMPUS,Benin,BEN,Francophon,102,26,38,1,0,0,0
2010,5,CAMPUS,Benin,BEN,Francophon,69,22,13,1,0,0,0
2010,6,CAMPUS,Benin,BEN,Francophon,111,58,8,0,0,0,0
2010,7,CAMPUS,Benin,BEN,Francophon,21,7,5,0,0,0,0
2010,8,CAMPUS,Benin,BEN,Francophon,17,2,2,1,0,0,0
2010,9,CAMPUS,Benin,BEN,Francophon,17,11,9,0,0,0,0
2010,10,CAMPUS,Benin,BEN,Francophon,110,80,24,1,3,0,1
2010,11,CAMPUS,Benin,BEN,Francophon,122,75,19,0,0,0,0
2010,12,CAMPUS,Benin,BEN,Francophon,97,26,23,2,1,0,0
2011,1,CAMPUS,Benin,BEN,Francophon,399,145,39,6,0,0,0
2011,2,CAMPUS,Benin,BEN,Francophon,166,84,25,14,5,1,0
2011,3,CAMPUS,Benin,BEN,Francophon,130,36,16,4,1,1,3
2011,4,CAMPUS,Benin,BEN,Francophon,97,58,55,5,1,1,9
2011,5,CAMPUS,Benin,BEN,Francophon,73,18,0,0,0,0,0
2011,6,CAMPUS,Benin,BEN,Francophon,269,61,44,32,4,1,9
2011,7,CAMPUS,Benin,BEN,Francophon,11,7,6,0,0,0,0
2011,8,CAMPUS,Benin,BEN,Francophon,32,18,23,4,0,0,0
2011,9,CAMPUS,Benin,BEN,Francophon,37,12,0,0,0,0,0
2011,10,CAMPUS,Benin,BEN,Francophon,227,152,5,15,0,0,0
2010,1,COMMUNITY,Benin,BEN,Francophon,11,4,3,0,0,0,0
2010,2,COMMUNITY,Benin,BEN,Francophon,31,10,4,0,0,0,0
2010,3,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,4,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,5,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,6,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,7,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,8,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,9,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,10,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,11,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,12,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,1,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,2,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,3,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,4,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,5,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,6,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,7,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,8,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,9,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,10,COMMUNITY,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,1,COVERAGE,Benin,BEN,Francophon,10132,522,174,9,0,0,0
2010,2,COVERAGE,Benin,BEN,Francophon,14996,1023,150,0,0,0,0
2010,3,COVERAGE,Benin,BEN,Francophon,19582,3280,191,131,7,0,1
2010,4,COVERAGE,Benin,BEN,Francophon,17115,1093,56,6,0,0,0
2010,5,COVERAGE,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,6,COVERAGE,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,7,COVERAGE,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,8,COVERAGE,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,9,COVERAGE,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,10,COVERAGE,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,11,COVERAGE,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,12,COVERAGE,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,1,COVERAGE,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,2,COVERAGE,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,3,COVERAGE,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,4,COVERAGE,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,5,COVERAGE,Benin,BEN,Francophon,41,26,3,0,0,0,0
2011,6,COVERAGE,Benin,BEN,Francophon,125,55,20,2,0,0,0
2011,7,COVERAGE,Benin,BEN,Francophon,43,11,11,0,0,0,0
2011,8,COVERAGE,Benin,BEN,Francophon,52,18,10,0,0,0,0
2011,9,COVERAGE,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,10,COVERAGE,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,6,INTERNET,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,7,INTERNET,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,8,INTERNET,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,9,INTERNET,Benin,BEN,Francophon,0,0,0,0,0,0,0
2011,10,INTERNET,Benin,BEN,Francophon,0,0,0,0,0,0,0
2010,1,CAMPUS,Burkina Faso,BFA,Francophon,14,22,4,0,0,0,0
2010,2,CAMPUS,Burkina Faso,BFA,Francophon,8,3,35,1,0,0,0
2010,3,CAMPUS,Burkina Faso,BFA,Francophon,14,5,29,1,0,0,0
2010,4,CAMPUS,Burkina Faso,BFA,Francophon,17,6,11,1,0,0,0
2010,5,CAMPUS,Burkina Faso,BFA,Francophon,20,10,11,1,0,0,0
2010,6,CAMPUS,Burkina Faso,BFA,Francophon,16,6,9,1,0,0,0
2010,7,CAMPUS,Burkina Faso,BFA,Francophon,25,11,11,1,0,0,0
2010,8,CAMPUS,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2010,9,CAMPUS,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2010,10,CAMPUS,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2010,11,CAMPUS,Burkina Faso,BFA,Francophon,36,8,29,0,0,0,0
2010,12,CAMPUS,Burkina Faso,BFA,Francophon,75,13,37,0,0,0,0
2011,1,CAMPUS,Burkina Faso,BFA,Francophon,82,36,41,11,0,0,0
2011,2,CAMPUS,Burkina Faso,BFA,Francophon,90,42,68,14,0,0,0
2011,3,CAMPUS,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2011,4,CAMPUS,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2011,5,CAMPUS,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2011,6,CAMPUS,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2011,7,CAMPUS,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2011,8,CAMPUS,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2010,1,COMMUNITY,Burkina Faso,BFA,Francophon,34,8,0,0,0,0,0
2010,2,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2010,3,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2010,4,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2010,5,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2010,6,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2010,7,COMMUNITY,Burkina Faso,BFA,Francophon,34,8,0,0,0,0,0
2010,8,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2010,9,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2010,10,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2010,11,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2010,12,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2011,1,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2011,2,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2011,3,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2011,4,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2011,5,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2011,6,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2011,7,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2011,8,COMMUNITY,Burkina Faso,BFA,Francophon,0,0,0,0,0,0,0
2010,1,COVERAGE,Burkina Faso,BFA,Francophon,25720,1473,166,0,0,0,0
2010,2,COVERAGE,Burkina Faso,BFA,Francophon,23900,622,116,0,0,0,0
